scenarioName,seriesName,period,value
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2019,7.79218051492349
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2020,8.3
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2021,7.47
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2022,6.64
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2023,5.81
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2024,4.98
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2025,0.518984401582468
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2028,0.740570856598866
Mitigation_CAP21_A25E65-BioImp,FT_RSD,2029,0.83
Mitigation_CAP21_A25E65-EA,FT_IND,2018,0.0349309933353884
Mitigation_CAP21_A25E65-EA,FT_IND,2019,0.0340160722672316
Mitigation_CAP21_A25E65-EA,FT_IND,2020,0.0361059084754953
Mitigation_CAP21_A25E65-EA,FT_IND,2021,0.0364340456085135
Mitigation_CAP21_A25E65-EA,FT_IND,2022,0.0360819035059473
Mitigation_CAP21_A25E65-EA,FT_IND,2023,0.0368566132045728
Mitigation_CAP21_A25E65-EA,FT_IND,2024,0.0376014530098076
Mitigation_CAP21_A25E65-EA,FT_IND,2025,0.0383192138237085
Mitigation_CAP21_A25E65-EA,FT_IND,2026,0.0390130358346703
Mitigation_CAP21_A25E65-EA,FT_IND,2027,0.039684007944587
Mitigation_CAP21_A25E65-EA,FT_IND,2028,0.0403367408756188
Mitigation_CAP21_A25E65-EA,FT_IND,2029,0.0409758661148844
Mitigation_CAP21_A25E65-EA,FT_IND,2030,0.0416011689010397
Mitigation_CAP21_A25E65-EA,FT_IND,2031,0.0422151786139404
Mitigation_CAP21_A25E65-EA,FT_IND,2032,0.0428175844916257
Mitigation_CAP21_A25E65-EA,FT_IND,2033,0.0434101151396411
Mitigation_CAP21_A25E65-EA,FT_IND,2034,0.0439937597313685
Mitigation_CAP21_A25E65-EA,FT_IND,2035,0.0460334961173093
Mitigation_CAP21_A25E65-EA,FT_IND,2036,0.0466154852589366
Mitigation_CAP21_A25E65-EA,FT_IND,2037,0.0471865128809051
Mitigation_CAP21_A25E65-EA,FT_IND,2038,0.0477465013892866
Mitigation_CAP21_A25E65-EA,FT_IND,2039,0.0482943644018764
Mitigation_CAP21_A25E65-EA,FT_IND,2040,0.0488296964523104
Mitigation_CAP21_A25E65-EA,FT_IND,2041,0.0493525503785287
Mitigation_CAP21_A25E65-EA,FT_IND,2042,0.0498623550720026
Mitigation_CAP21_A25E65-EA,FT_IND,2043,0.0503582802332225
Mitigation_CAP21_A25E65-EA,FT_IND,2044,0.0508382461729515
Mitigation_CAP21_A25E65-EA,FT_IND,2045,0.0513020904475291
